Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
1262,Avatars and organizational knowledge sharing,2024,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1886944-avatars%20and%20organizational%20knowledge%20sharing,Decision Support Systems,1,522
1263,The Influence of Controllability and Outcome Valence on Cost-Shifting,2024,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1812291-the%20influence%20of%20controllability%20and%20outcome%20valence%20on%20cost-shifting,Journal of Management Accounting Research,1,1632
1264,Advice Utilization From Predictive Analytics Tools: The Trend is Your Friend,2023,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1726258-advice%20utilization%20from%20predictive%20analytics%20tools-%20the%20trend%20is%20your%20friend,European Accounting Review,1,2493
1265,Social Media Data for Budgeting,2023,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1832175-social%20media%20data%20for%20budgeting,Controlling,1,
1266,Spatial Distance and Risk Category Effects in Enterprise Risk Management Practice,2022,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1676207-spatial%20distance%20and%20risk%20category%20effects%20in%20enterprise%20risk%20management%20practice,Journal of Management Accounting Research,1,1632
1267,Data analytics (AB) use in healthcare fraud audits,2021,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1560862-data%20analytics%20(ab)%20use%20in%20healthcare%20fraud%20audits,International Journal of Accounting Information Systems,1,984
1268,Can multitasking influence professional scepticism?,2021,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1440721-can%20multitasking%20influence%20professional%20scepticism?,Accounting and Finance,1,16
1269,The cost stickiness of information technology material weaknesses: An intertemporal comparison between it-related and other material weaknesses,2020,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1450895-the%20cost%20stickiness%20of%20information%20technology%20material%20weaknesses-%20an%20intertemporal%20comparison%20between%20it-related%20and%20other%20material%20weaknesses,International Journal of Accounting Information Systems,1,984
1270,Technology and the Future of the Profession,2019,Report,https://findanexpert.unimelb.edu.au/scholarlywork/1420591-technology%20and%20the%20future%20of%20the%20profession,,1,
1271,Using Sociological Theories and Concepts in Accounting Information Systems Research: A Framework for Team Research,2018,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1399789-using%20sociological%20theories%20and%20concepts%20in%20accounting%20information%20systems%20research-%20a%20framework%20for%20team%20research,JOURNAL OF EMERGING TECHNOLOGIES IN ACCOUNTING,1,1439
1272,Avatars and Knowledge Sharing,2017,Conference Proceedings,https://findanexpert.unimelb.edu.au/scholarlywork/1308722-avatars%20and%20knowledge%20sharing,Avatars and Knowledge Sharing,1,
1273,Perspectives on past and future AIS research as the journal of information systems turns thirty,2016,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1125154-perspectives%20on%20past%20and%20future%20ais%20research%20as%20the%20journal%20of%20information%20systems%20turns%20thirty,Journal of Information Systems,1,1550
1274,When the world isn't always flat: The impact of psychological distance on auditors' reliance on specialists,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1125157-when%20the%20world%20isn't%20always%20flat-%20the%20impact%20of%20psychological%20distance%20on%20auditors'%20reliance%20on%20specialists,International Journal of Accounting Information Systems,1,984
1275,Using construal level theory to motivate accounting research: A literature review,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1125155-using%20construal%20level%20theory%20to%20motivate%20accounting%20research-%20a%20literature%20review,Behavioral Research in Accounting,1,297
1276,Lessons from the literature on the theory of technology dominance: Possibilities for an extended research framework,2014,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1125156-lessons%20from%20the%20literature%20on%20the%20theory%20of%20technology%20dominance-%20possibilities%20for%20an%20extended%20research%20framework,Journal of Emerging Technologies in Accounting,1,1439
1277,Risk-preparedness mechanism and audit quality: Evidence from mandatory increase of professional indemnity insurance and professional risk fund,2023,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1740451-risk-preparedness%20mechanism%20and%20audit%20quality-%20evidence%20from%20mandatory%20increase%20of%20professional%20indemnity%20insurance%20and%20professional%20risk%20fund,China Journal of Accounting Research,1,401
1278,Does stock market liberalization improve stock price efficiency? Evidence from China,2022,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1626585-does%20stock%20market%20liberalization%20improve%20stock%20price%20efficiency?%20evidence%20from%20china,Journal of Business Finance and Accounting,1,981
1279,Gambling preferences and stock price crash risk: Evidence from China,2021,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1533100-gambling%20preferences%20and%20stock%20price%20crash%20risk-%20evidence%20from%20china,Journal of Banking and Finance,1,1296
1280,Institutional investors' corporate site visits and corporate innovation,2018,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1280363-institutional%20investors'%20corporate%20site%20visits%20and%20corporate%20innovation,Journal of Corporate Finance,1,1373
1281,Mutual-fund-affiliated analysts and stock price synchronicity: Evidence from China,2018,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1114148-mutual-fund-affiliated%20analysts%20and%20stock%20price%20synchronicity-%20evidence%20from%20china,Journal of Accounting Auditing and Finance,1,1248
1282,The real effects of corporate fraud: evidence from class action lawsuits,2016,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1018042-the%20real%20effects%20of%20corporate%20fraud-%20evidence%20from%20class%20action%20lawsuits,Accounting and Finance,1,16
1283,Do Banks Price Litigation Risk in Debt Contracting? Evidence from Class Action Lawsuits,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1010235-do%20banks%20price%20litigation%20risk%20in%20debt%20contracting?%20evidence%20from%20class%20action%20lawsuits,Journal of Business Finance and Accounting,1,981
1284,"Founder's political connections, second generation involvement, and family firm performance: Evidence from China",2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/962820-founder's%20political%20connections-%20second%20generation%20involvement-%20and%20family%20firm%20performance-%20evidence%20from%20china,Journal of Corporate Finance,1,1373
1285,Blurred stars: Mutual fund ratings in the shadow of conflicts of interest,2015,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/1000400-blurred%20stars-%20mutual%20fund%20ratings%20in%20the%20shadow%20of%20conflicts%20of%20interest,Journal of Banking and Finance,1,1296
1286,Excess perks and stock price crash risk: Evidence from China,2014,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/690949-excess%20perks%20and%20stock%20price%20crash%20risk-%20evidence%20from%20china,Journal of Corporate Finance,1,1373
1287,"Political connections, financing friction, and corporate investment: Evidence from Chinese listed family firms",2013,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/577210-political%20connections-%20financing%20friction-%20and%20corporate%20investment-%20evidence%20from%20chinese%20listed%20family%20firms,European Financial Management,1,697
1288,Dark side of institutional shareholder activism in emerging markets: Evidence from China's split share structure reform,2011,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/336741-dark%20side%20of%20institutional%20shareholder%20activism%20in%20emerging%20markets-%20evidence%20from%20china's%20split%20share%20structure%20reform,Asia Pacific Journal of Financial Studies,1,198
1289,"State control, legal investor protection, and ownership concentration: Evidence from China",2009,Journal article,https://findanexpert.unimelb.edu.au/scholarlywork/316153-state%20control-%20legal%20investor%20protection-%20and%20ownership%20concentration-%20evidence%20from%20china,Corporate Governance an International Review,1,484
1290,Conceptualizations and Measures of Student Engagement: A Worked Example of Systematic Review,2019,book-chapter,https://doi.org/10.1007/978-3-658-27602-7_6,Springer eBooks,1,
1291,The changing nature of student engagement during a digital learning task,2024,article,https://doi.org/10.14742/apubs.2017.765,ASCILITE Publications,1,
1292,Models for understanding student engagement in digital learning environments,2016,article,https://doi.org/10.14742/apubs.2016.828,ASCILITE Publications,1,
1293,Alternative education provision – international perspectives,2017,book-chapter,https://doi.org/10.4324/9781315563091-2,Routledge eBooks,1,
1294,Reflecting on Einstein’s advice: a personal journey in creating an experiential approach to the development of undergraduate literature reviews,2016,article,,Innovative practice in higher education,1,
1295,Does Self-certification Encourage or Reduce Escalation of Commitment?,2016,Journal articles,http://dx.doi.org/10.2308/bria-51468,Behavioral Research in Accounting,1,297
1296,The Utilization of Quantitative and Qualitative Information in Groups' Capital Investment Decisions,2015,Journal articles,http://dx.doi.org/10.2308/bria-50917,Behavioral Research in Accounting,1,297
1297,Fifty-year Overview of Judgment and Decision-making Research in Accounting.,2011,Journal articles,http://dx.doi.org/10.1111/j.1467-629X.2010.00398.x,Accounting and Finance,1,16
1298,The incentives of Australian public companies lobbying against proposed superannuation accounting standards,2000,Journal articles,http://dx.doi.org/10.1111/1467-6281.00053,ABACUS,1,3
1299,The value relevance of superannuation disclosures by Australian-listed firms sponsoring defined benefit plans,1999,Journal articles,http://dx.doi.org/10.1111/1467-629X.00024,Accounting and Finance,1,16
1300,Honesty in Managerial Reporting: The Impact of An Enabling Management Control System and Informal Cost Targets,2015,Conference Papers,,,1,
1301,Do Informal Controls Encourage or Reduce Escalation of Commitment? The Effect of Self-certification on Capital Investment Decisions,2011,Conference Papers,,,1,
1302,The Utilisation of Quantitative Information in Groups' Capital Investment Decisions,2009,Conference Papers,,,1,
1303,The utilisation of Quantitative Information in Groups' capital investment decisions,2009,Theses / Dissertations,,,1,
1304,An alternative valuation of energy options for atypical markets,2020,Book Chapters,http://dx.doi.org/10.1142/9789813278387_0024,,1,
1305,An Alternative Valuation of Energy Options for Atypical Markets,2019,Book Chapters,http://dx.doi.org/10.1142/11213,,1,
1306,Management efficiency performance of construction businesses: Australian data,2015,Book Chapters,http://dx.doi.org/10.1108/09699981111111120,,1,
1307,The financial additionality and viability of CDM projects allowing for uncertainty,2016,Journal articles,http://dx.doi.org/10.1007/s10668-015-9630-5,"Environment, Development and Sustainability",1,
1308,A proposed framework for assessing the sustainability of infrastructure,2016,Journal articles,http://dx.doi.org/10.1080/15623599.2016.1146115,International Journal of Construction Management,1,1107
1309,Measuring project sustainability maturity level - A fuzzy-based approach,2016,Journal articles,http://dx.doi.org/10.1504/IJSD.2016.073680,International Journal of Sustainable Development,1,1580
1310,The impact of ESG disclosures and institutional ownership on market information asymmetry,2016,Journal articles,http://dx.doi.org/10.1080/16081625.2016.1170100,Asia-Pacific Journal of Accounting and Economics,1,196
1311,Improving the attractiveness of CDM projects through allowing and incorporating options,2015,Journal articles,http://dx.doi.org/10.1016/j.enpol.2015.08.024,Energy Policy,1,641
1312,The impact of litigation risk on the strategic timing of management earnings forecasts,2015,Journal articles,http://dx.doi.org/10.1111/acfi.12065,Accounting and Finance,1,16
1313,A Review of Building/Infrastructure Sustainability Reporting Tools (SRTs),2013,Journal articles,http://dx.doi.org/10.1108/SASBE-03-2013-0010,Smart and Sustainable Built Environment,1,2336
1314,The Relationship between Sustainability Practices and Financial Performance of Construction Companies,2013,Journal articles,http://dx.doi.org/10.1108/20466091311325827,Smart and Sustainable Built Environment,1,2336
1315,Does consideration matter to China’s split share structure reform?,2012,Journal articles,http://dx.doi.org/10.1111/j.1467-629X.2011.00400.x,Accounting and Finance,1,16
1316,Performance Risk Associated with Renewable Energy CDM Projects,2012,Journal articles,http://dx.doi.org/10.1061/(ASCE)ME.1943-5479.0000090,Journal of Management in Engineering,1,1639
1317,Management Efficiency Performance of Construction Businesses – Australian Data,2011,Journal articles,http://dx.doi.org/10.1108/09699981111111120,"Engineering, Construction and Architectural Management",1,646
1318,On the Analysis of Property Unit Sales over Time,2011,Journal articles,http://dx.doi.org/10.3846/1648715X.2011.631765,International Journal of Strategic Property Management,1,1153
1319,Australian Construction Growth Ratios: Industry and Company Analyses,2010,Journal articles,http://dx.doi.org/10.1080/15623599.2010.10773153,The International Journal of Construction Management,1,1107
1320,Comparative Performance of Publicly Listed Construction Companies: Australian Evidence,2010,Journal articles,http://dx.doi.org/10.1080/01446193.2010.501805,Construction Management and Economics,1,464
1321,A Contractor's Analysis of the Likelihood of Payment of Claims,2010,Journal articles,http://dx.doi.org/10.1108/13664381011063412,Journal of Financial management of property and construction,1,1479
1322,A Review and Study of Project Investment Cash Flow Correlations,2010,Journal articles,http://www.cidighana.org/pages/index.php?siteid=cidighana&page=current-issue,International Journal of Project Planning and Finance,1,
1323,A Study of Correlation Aspects in Probabilistic NPV Analysis,2010,Journal articles,http://dx.doi.org/10.1080/0013791x.2010.481185,The Engineering Economist,1,645
1324,Use of proceeds disclosures in IPO prospectuses: do issuers come clean?,2008,Journal articles,,JASSA - Journal of the Securities Institute of Australia,1,
1325,Probabilistic DCF Analysis and Capital Budgeting and Investment - A Survey,2008,Journal articles,http://dx.doi.org/10.1080/00137910701864809,The Engineering Economist,1,645
1326,The Influence of extra projects on overall investment feasibility,2008,Journal articles,http://dx.doi.org/10.1108/13664380810913403,Journal of Financial Management of Property and Construction,1,1479
1327,Discussion of explaining the short- and long-term IPO anomalies in the US by R&D,2006,Journal articles,http://dx.doi.org/10.1111/j.1468-5957.2006.00610.x,Journal of Business Finance and Accounting,1,981
1328,Discussion of Explaining the Short- and Long-Term IPO Anomalies in the US by R&D,2006,Journal articles,http://dx.doi.org/10.1111/j.1468-5957.2006.00021.x,"Journal of Business Finance <html_ent glyph=""@amp;"" ascii=""&amp;""/> Accounting",1,
1329,"Corporate Governance, Insider Ownership and Operating Performance of Australian Initial Public Offerings",2004,Journal articles,http://dx.doi.org/10.1111/j.1467-629X.2004.00114.x,Accounting and Finance,1,16
1330,Finance & Investment Rapid Review: Identification and measurement of circular assets and risks for the finance and investment sector in the transition to a circular economy,2022,Reports,http://dx.doi.org/10.26190/unsworks/28471,,1,
1331,International best practice on financing models for low carbon / energy efficient buildings – rapid systematic overview of evidence,2019,Reports,http://dx.doi.org/10.25916/27zp-z550,,1,
1332,The use of Environmentally Extended Input and Output Analysis to measure and evaluate the carbon and employment footprint of an equity investment,2018,Conference Papers,http://dx.doi.org/10.26190/unsworks/26819,,1,
1333,Reconciling Accounting and Engineering Reporting for Infrastructure Projects,2016,Conference Presentations,,,1,
1334,Emissions Management of Urban Earthmoving Fleets,2014,Conference Papers,,,1,
1335,Carbon Abatement and Its Cost in Construction Activities,2014,Conference Papers,http://dx.doi.org/10.1061/9780784413517.055,,1,
1336,Carbon Abatement and its Cost in Construction Activities,2014,Conference Papers,http://dx.doi.org/10.1061/9780784413517,,1,
1337,Did the evolution of accounting standards in China improve earnings quality?,2013,Conference Papers,https://aaahq.org/international/midyearmeetings/2013/program.cfm,,1,
1338,Accounting for Carbon Allowances,2013,Conference Presentations,,,1,
1339,Financial Reporting Implications of a Carbon Price in Australia and International Developments,2013,Conference Presentations,,,1,
1340,A review of building/infrastructure sustainability reporting tools (SRTs).,2013,Conference Papers,https://openalex.org/W1997394367,,1,
1341,Valuing Flexibility In Infrastructure,2013,Conference Papers,http://dx.doi.org/10.3850/978-981-07-5354-2_i-15-500,,1,
1342,Valuing flexibility in infrastructure,2013,Conference Papers,http://dx.doi.org/10.3850/978-981-07-5354-2-I-15-500,,1,
1343,Value Relevance of Greenhouse Gas (GHG) Emissions Disclosures on Stock Market Performance: an International Study,2013,Conference Papers,http://www.eaa2013.org/r/default.asp?sCode=LOGIN&item=CF&association_id=2,,1,
1344,ESG Score and its Influence on Firm Performance: Australian Evidence,2012,Conference Papers,http://www.eaa2012.org/eaacf/ProgramAndCollectedAbstracts.pdf,,1,
1345,The Strategic Timing of Management Earnings Forecasts,2011,Conference Papers,http://www.afaanz.org/openconf/2011/modules/request.php?module=oc_proceedings&action=view.php&a=Accept%20as%20Paper&id=237,,1,
1346,"Impact of environmental, social and governance (ESG) disclosures on firm performance",2011,Conference Papers,http://www.academic.unpri.org/images/stories/pdfs/usyd-2011/papers/Maria_Balabat_Paper.pdf,,1,
1347,Tree Form Classification of Owner Payment Behaviour,2011,Conference Papers,,,1,
1348,An empirical study of IPO underpricing in China after the split share structure reform,2009,Conference Papers,,,1,
1349,Sustainability on Construction Projects as a Business Opportunity,2009,Conference Papers,,,1,
1350,The Incorporation of Uncertainty Associated with Climate Change into Investment Appraisal,2009,Conference Papers,,,1,
1351,The reform of split share structure in China and its effects on the capital market: An empirical study,2008,Conference Papers,,,1,
1352,Cash Flow Correlation Approximations in Capital Budgeting,2008,Conference Papers,https://openalex.org/W2050967503,,1,
1353,Gain and Risk in Sustainable-style Investments,2008,Conference Papers,,,1,
1354,Sensitivity to one or more investments in DCF analysis with uncertainty.,2008,Conference Papers,https://openalex.org/W2050967503,,1,
1355,The extension of probabilistic DCF analysis to multiple project investments,2008,Conference Papers,https://openalex.org/W2050967503,,1,
1356,The Impact of Disclosures by Biotechnology Firms on the Capital Markets.,2007,Conference Papers,,,1,
1357,An alternative to earned value reporting on project performance,2007,Conference Papers,,,1,
1358,Coming Clean ¿ The impact of disclosures by Biotechnology firms on the capital market,2007,Conference Papers,,,1,
1359,The Role of Consideration in China's Split Share Structure Reform,,Preprints,http://dx.doi.org/10.2139/ssrn.1284067,,1,
1360,"Teachers` Manual for Australian Tax Analysis: Cases Commentary, Commercial Applications & Questions",2001,Book Chapters,,,1,
1361,Fringe Benefits Tax,2001,Book Chapters,,,1,
1362,Fundamental Income Tax Principles,2001,Book Chapters,,,1,
1363,Goods and Services Tax,2001,Book Chapters,,,1,
1364,"Income Tax Formula, GST Formula and Tax Rate Schedules",2001,Book Chapters,,,1,
1365,International Taxation,2001,Book Chapters,,,1,
1366,Non-commercial losses,2001,Book Chapters,,,1,
1367,Overview of Book,2001,Book Chapters,,,1,
1368,Taxation of Partnerships,2001,Book Chapters,,,1,
1369,"Chapters 1, 10, 11 and 12",1999,Book Chapters,,,1,
1370,Capital payment in place of dividend issue in Ierna case: Selected observations,2024,Journal articles,,Weekly Tax Bulletin,1,
1371,Discretionary trust income allocations: Can ATO successfully challenge exercise of trustee’s discretion?,2024,Journal articles,,Weekly Tax Bulletin,1,
1372,Ierna case restructure: Was the Division 615 rollover really available?,2024,Journal articles,,Weekly Tax Bulletin,1,
1373,Streaming of partnership receipts to partners: An initial contribution,2024,Journal articles,https://search.informit.org/doi/10.3316/informit.T2024042600008892121589371,The Tax Specialist,1,2454
1374,Burton case (only 50% foreign income tax offset) presents challenge for assessable income limb of the GAAR,2023,Journal articles,,Weekly Tax Bulletin,1,
1375,COVID-19 pandemic and working at home: Reminder to query ATO statements denying home occupancy expense claims,2023,Journal articles,,Weekly Tax Bulletin,1,
1376,Clough case re payout of employee entitlements on takeover of employer: Analysis questionable on 2 fronts,2023,Journal articles,,Weekly Tax Bulletin,1,
1377,Deduction for loss on sale of owner-occupied dwelling in Bowerman: Where to from here?,2023,Journal articles,,Weekly Tax Bulletin,1,
1378,Reviewing Burton: Has the Australia-U.S. Tax Treaty’s FTC Article Failed to Deliver?,2023,Journal articles,,Tax Notes International,1,
1379,Section 100A does not apply where under 18-year old beneficiary is entitled: Another mystery surrounding discretionary trusts?,2023,Journal articles,,Weekly Tax Bulletin,1,
1380,"Although 36 years late, repeal of s 82A better late than never",2022,Journal articles,https://anzlaw.thomsonreuters.com/Document/Iec0d02c3857b11ec831a9b63d4a99eb9/View/FullText.html?transitionType=Default&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Weekly Tax Bulletin,1,
1381,Australia’s denial of depreciation deductions for second-hand assets used in residential rental properties: Rationales appear obscure,2022,Journal articles,,Australian Tax Forum,1,283
1382,Is deduction denial a viable policy for persistent and sector wide overclaiming of selected expenses?,2022,Journal articles,,Weekly Tax Bulletin,1,
1383,Land realisations where no profit purpose at time of acquisition: Analysis should align with model or paradigm purpose rule,2022,Journal articles,,Weekly Tax Bulletin,1,
1384,The taxable facts as at 30 June rule from Carter does not have universal application: A reminder,2022,Journal articles,https://anzlaw.thomsonreuters.com/Document/I499a1649d27e11ec831a9b63d4a99eb9/View/FullText.html?transitionType=Default&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Weekly Tax Bulletin,1,
1385,Valid disclaimer of trustee appointed trust income creates timely present entitlement for default income beneficiary?,2021,Journal articles,,Weekly Tax Bulletin,1,
1386,"Franked distributions of trusts: systematic method of allocating them and other taxable income, with analysis of defective provisions",2021,Journal articles,,Australian Tax Forum,1,283
1387,Partnership accounting profit/loss differs from its taxable income/tax loss: Why zero or little commentary in tax literature?,2021,Journal articles,,Weekly Tax Bulletin,1,
1388,Review of Australian discretionary trust and foreign beneficiaries’ foreign net capital gains: Desirable but unlikely,2021,Journal articles,,Weekly Tax Bulletin,1,
1389,Deemed Dividend Rules: Tax Free Extraction of Profits and Exploitation of Structural Foundations of the Income Tax Regime,2020,Journal articles,https://ssrn.com/abstract=3665857,Australian Tax Review,1,285
1390,Myer isolated transactions doctrine (first strand) at 33-year anniversary,2020,Journal articles,https://search-informit-com-au.wwwproxy1.library.unsw.edu.au/documentSummary;dn=315679817682876;res=IELAPA,The Tax Specialist,1,2454
1391,"The age of the home worker - Part 2: calculation of home occupancy expenses, deduction apportionment and partial loss of CGT main residence exemptions",2019,Journal articles,,"Australian Tax Forum: a journal of taxation policy, law and reform",1,
1392,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 1,2019,Journal articles,,Weekly Tax Bulletin,1,
1393,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 2,2019,Journal articles,,Weekly Tax Bulletin,1,
1394,No full FITO on US capital gains as CGT discount “excludes” part of gain: Taxpayer in Burton has a case - Part 3,2019,Journal articles,,Weekly Tax Bulletin,1,
1395,Streaming of Franking Credits Curtailed by Bamford-Induced Amendments - an Unintended Consequence?,2019,Journal articles,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000508198900003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,AUSTRALIAN TAX REVIEW,1,285
1396,The age of the home worker – part 1: deductibility of home occupancy expenses,2018,Journal articles,https://openalex.org/W2993885121,"Australian Tax Forum: a journal of taxation policy, law and reform",1,
1397,Net capital gains of trusts: A systematic method of allocating those gains and other taxable income and analysis of problematic and anomalous issues,2018,Journal articles,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000442497100004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,AUSTRALIAN TAX REVIEW,1,285
1398,The implementation of the goods and services tax in Malaysia: Potential issues perceived by business taxpayers,2018,Journal articles,,Journal of the Australasian Tax Teachers Association,1,1827
1399,Who Bears the Burden for Business Losses: To What Extent Are Liability Issues of Business Structures Taught in Australian Accounting Degrees?,2017,Journal articles,https://openalex.org/W2763797396,COMPANY AND SECURITIES LAW JOURNAL,1,436
1400,Division 7A and s 109 associate taxpayer rule allows for “manufacture” of taxpaying units with adult tax-free threshold: some food for thought,2017,Journal articles,,Weekly Tax Bulletin,1,
1401,Taxation of SMSF Capital gains where total super balance exceeds $1.6m: Can trustee use unapplied net capital losses,2017,Journal articles,,Weekly Tax Bulletin,1,
1402,"Determining proper taxpayer for a ""notional"" net capital gain on vesting of a discretionary trust asset is problematic",2017,Journal articles,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000426964200004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,AUSTRALIAN TAX REVIEW,1,285
1403,Labor’s alternative minimum income tax for discretionary trust allocations,2017,Journal articles,,Retirement & Estate Planning Bulletin,1,
1404,Labor’s proposed discretionary trust tax reform: Is there an over-taxation problem?,2017,Journal articles,,Weekly Tax Bulletin,1,
1405,"ATO's new individual professional practitioner (IPP) taxing measure: background, context and policy analysis",2016,Journal articles,,Australian Tax Law Bulletin,1,284
1406,Negative gearing - Is another judicial view possible?,2016,Journal articles,,Weekly Tax Bulletin,1,
1407,Can stakeholders be satisfied with accountants' education to act as advisors to self managed superannuation funds?,2016,Journal articles,https://openalex.org/W2504247226,Financial Planning Research Journal,1,764
1408,Car depreciation cost base limit: Why are cars singled out for deduction denial of luxury expenditure?,2016,Journal articles,,Australian Tax Law Bulletin,1,284
1409,Home office expenses: claiming occupancy costs when the employer does not provide a workplace,2016,Journal articles,,Australian Tax Law Bulletin,1,284
1410,Professionals' tax break overturned,2016,Journal articles,,CCH Tax Week,1,
1411,Recording entitlement rule in new trust streaming provisions: Has Parliament handed a tax-planning gift to tax planners?,2016,Journal articles,,Weekly Tax Bulletin,1,
1412,Recording entitlement rule in trust streaming provisions allows for creation of mismatches,2016,Journal articles,,Tax Specialist,1,2454
1413,SOME COMMENTS ON THE ROLE OF A REVIEWER (REFEREE) OF AN ARTICLE,2016,Journal articles,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS%3A000393483600002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=891bb5ab6ba270e68a29b250adbe88d1,JOURNAL OF THE AUSTRALASIAN TAX TEACHERS ASSOCIATION,1,1827
1414,Step-up in cost base for MIT investors where “over-taxation” occurs: What about closely held trusts,2016,Journal articles,,Weekly Tax Bulletin,1,
1415,Removal of the GST low value threshold: Analysis of main design options and enforcement issues,2015,Journal articles,,Australian Tax Law Bulletin,1,284
1416,Pattern of distributions test for discretionary trusts: defects reveal questionable policy design and implementation,2015,Journal articles,https://openalex.org/W2257378424,"Australian Tax Forum: a journal of taxation policy, law and reform",1,
1417,"Reconciling the Overlap of Charging Provisions in Regard to Non-Cash Benefits from Employment, Personal Exertion and Business",2015,Journal articles,,Journal of Australian Taxation,1,1295
1418,Changing use of business structures: Have university business law teachers failed to reflect this in their teaching?,2014,Journal articles,http://search.informit.com.au/documentSummary;dn=943471682827903;res=IELBUS,Journal of the Australasian Tax Teachers Association,1,1827
1419,Shedding light on the two strands in Myer Emporium and related issues,2014,Journal articles,,ConTax - Student Member Newsletter of the Tax Institute,1,
1420,Defective pattern of distributions test guarantees revenue loss usage,2014,Journal articles,http://search.informit.com.au/documentSummary;dn=775886739331652;res=IELBUS,Tax Specialist,1,2454
1421,Lambert v FCT: Accountant and taxpayer trip up over discretionary trust,2014,Journal articles,http://www.lexisnexis.com/au/legal/results/docview/attachRetrieve.do?csi=413869&A=0.2619583231313879&ersKey=23_T21822173935&urlEnc=ISO-8859-1&inline=y&smi=34591&componentseq=1&key=5CRB-N481-DYYB-T4TP-00000-00&type=pdf&displayType=full_pdf&lni=5CRB-N481-DYYB-T4TP&docTitle=Re%20Lambert%20and%20Commissioner%20of%20Taxation%3A%20discretionary%20trust%20trips%20up%20accountant%20and%20client%20of%20accountant,Australian Tax Law Bulletin,1,284
1422,Streaming notional net capital gains on vesting of discretionary trust asset in beneficiary: The “net financial benefit” difficulty,2014,Journal articles,,Weekly Tax Bulletin,1,
1423,The taxation of trusts: discourse has not been helpful,2014,Journal articles,,Weekly Tax Bulletin,1,
1424,"CGT Event K7 provides loss recognition for personal consumption expenditure; History, anomalies and policy basis",2013,Journal articles,http://www.westlaw.com.au/maf/wlau/app/document?docguid=I0c294434fa6811e29378fed7a4e63506&tocDs=AUNZ_AU_JOURNALS_TOC&isTocNav=true&startChunk=1&endChunk=1,Australian Tax Review,1,285
1425,Extinguishment of tax attributes (e.g. losses) on death under Australia's income tax is anomalous and inequitable,2013,Journal articles,http://search.informit.com.au/documentSummary;dn=834461540376443;res=IELBUS,"Australian Tax Forum: a journal of taxation policy, law and reform",1,
1426,"Removal of FBT statutory formula for valuing car fringe benefits is ""just"" the removal of a tax concession",2013,Journal articles,,,1,
1427,The Oswal Case: difficulty of streaming a notional net capital gain to a beneficiary who has a vested interest in the asset,2013,Journal articles,,Weekly Tax Bulletin,1,
